"NumerodoAluno";"SIUPTAnoLetivo";"kMotivoDeAnulacaoSuspens";"Resultado";"snome";"estado";"TextoRequerimento";"tamanho";"Inicio";"Filtro_A";"filtro_B";"Categoria"
"35234";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO DE: VENHO POR ESTE MEIO PEDIR A ANULACAO DA MINHA MATRICULA. EM CAUSA ESTA, A ALTERACAO DE CERTAS CIRCUNSTANCIAS DA MINHA VIDA A QUE SE JUNTOU O FRACO APROVEITAMENTO. NESTE MOMENTO SURGIRAM NOVOS OBJETIVOS QUE JA NAO PASSAM POR UMA LICENCIATURA EM DIREITO.  ATENTAMENTE  SUSANA PACHECO COSTA";"0";"Pedido de anulação da matrícula Motivo de";"PEDIDO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36911";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO MOTIVO DE: VENHO POR ESTE MEIO PEDIR A ANULACAO DA MATRICULA UMA VEZ QUE PROCURO FINALIZAR O MEU DECIMO SEGUNDO ANO, DEDICANDO-ME EXCLUSIVAMENTE AOS ESTUDOS RELATIVOS A ESSE MESMO ANO E PROCURANDO SER BEM SUCEDIDO NOS EXAMES NACIONAIS.    SEM OUTRO ASSUNTO DE MOMENTO  RODRIGO TAVARES";"0";"Anulação  Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"37379";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: VENHO POR ESTE MEIO, PEDIR A ANULACAO DA MATRICULA, POR MOTIVOS ECONOMICOS, VISTO QUE ME ENCONTRO DESEMPREGADA NESTE MOMENTO E NAO TENHO QUALQUER FORMA DE CONTINUAR OS MEUS ESTUDOS NA UNIVERSIDADE.  AGRADECO A COMPREENSAO.  ATENTAMENTE, ADRIANA MENDES";"0";"Anulação de Matrícula Motivo de";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"37027";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: MUDANCA DE PAIS";"0";"Anulação da Matrícula Motivo de";"ANULACAO";"Mudança";"MOTIVACAO PESSOAL"
"36154";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"MUDANCA DE CURSO MOTIVO DE: POR MOTIVOS DE MUDANCA DE CURSO PECO A ANULACAO DA MATRICULA E POSTERIORMENTE IREI A SECRETARIA LEVANTAR A DOCUMENTACAO NECESSARIA PARA A TRANSFERENCIA. OBRIGADA";"0";"Mudança de Curso Motivo de";"MUDANCA";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"36141";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DE MATRICULA MOTIVO DE: MUDANCA DE INSTITUICAO.";"0";"Pedido de anulação de matrícula Motivo de";"PEDIDO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"35586";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: TRANSFERENCIA DE FACULDADE";"0";"Anulação da Matrícula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"37295";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO MATRICULA Nº 37295 MOTIVO DE: VENHO POR ESTE MEIO REQUISITAR A ANULACAO DA MINHA MATRICULA. TOMEI ESTA DECISAO APOS VARIAS SEMANAS DE REFLEXAO SOBRE A MINHA SITUACAO ACADEMICA. CONSEQUENTEMENTE JULGUEI QUE O CURSO ONDE ME ESTAVA INSERIDO ( DIREITO) NAO ERA O INDICADO PARA MIM, DADA A MINHA INSATISFACAO COM O MESMO, APESAR DE TER SIDO MUITO BEM RECEBIDO E INTEGRADO NA UNIVERSIDADE PORTUCALENSE, AONDE DEIXEI MUITOS AMIGOS. ESPERO QUE A DIRECAO ACEITE A ANULACAO, SATISFAZENDO ASSIM A MINHA VONTADE. GOSTARIA DE PEDIR DESCULPA PELO INCOMODO E OBRIGADO PELAS VIVENCIAS PROPORCIONADAS!";"0";"Anulação matricula nº 37295 Motivo de";"ANULACAO";"Insatisfação";"MOTIVACAO PESSOAL"
"37242";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: VENHO POR ESTE MEIO ANULAR A MINHA INSCRICAO NO ANO LETIVO 2015/2016 POR MOTIVOS GRAVES ECONOMICOS.";"0";"anulação da matricula Motivo de";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"37497";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DE MATRICULA MOTIVO DE: POR MOTIVOS DE SAUDE, NAO PUDE FREQUENTAR AS AULAS NOS ULTIMOS DOIS MESES PELO QUE PRETENDO ANULAR A MINHA MATRICULA.";"0";"Pedido de anulação de matricula  Motivo de";"PEDIDO";"Saúde";"MOTIVOS DE SAUDE"
"37003";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: APOS QUASE 1 ANO MATRICULADA NO CURSO DE GESTAO, PERCEBI QUE NAO ERA BEM O QUE EU QUERIA PARA O MEU FUTURO, NAO PELA FACULDADE MAS TALVEZ POR AQUILO QUE APRENDI NO CURSO, E APESAR DE TER GOSTADO, ESTOU A REQUERER A ANULACAO DA MINHA MATRICULA. NAO PAGUEI A PROPINA DE ABRIL POIS JA NAO FREQUENTEI A FACULDADE NESTE MES. AGUARDO RESPOSTA SOBRE O ASSUNTO DO PAGAMENTO.";"0";"Anulação da matricula Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36875";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: PRETENDO MUDAR PARA OUTRA UNIVERSIDADE";"0";"Anulação de matricula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"37315";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: SOLICITO O NAO PAGAMENTO DAS MENSALIDADES A PARTIR DE MARCO UMA VEZ QUE NAO FREQUENTEI AS AULAS NEM REALIZEI NENHUMA PROVA DE AVALIACAO. APESAR DE SER UNICA E EXCLUSIVAMENTE DA MINHA RESPONSABILIDADE TAL SITUACAO PEDIA QUE ANALISASSEM ATENTAMENTE O MEU PEDIDO. AGUARDANDO O PARECER FAVORAVEL COM OS MELHORES CUMPRIMENTOS  INES BESSA";"0";"anulação da matrícula Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"37305";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: DESISTENCIA DO CURSO.";"0";"Anulação da Matrícula Motivo de";"ANULACAO";"Desistencia";"MOTIVACAO PESSOAL"
"37960";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: BOA TARDE,   EXMOS. (AS) SRS. (AS) DRS. (AS)  PRETENDO ANULAR A MATRICULA RELATIVA A INSCRICAO NO 1.º CICLO DA LICENCIATURA EM RELACOES INTERNACIONAIS UMA VEZ QUE A MINHA IRMA, COM QUEM RESIDO, FOI TRANSFERIDA PELA EMPRESA ONDE LABORA PARA OS ESCRITORIOS DE LISBOA E IREI VIVER COM ELA. FICAR NO PORTO IMPLICARIA A DUPLICACAO DE CUSTOS COM ESTADIA.  FACE A TAL SITUACAO INESPERADA, TEREI QUE FREQUENTAR A UNIVERSIDADE EM LISBOA.  CERTO DA V/ COMPREENSAO.  ATENCIOSAMENTE.  OS MEUS MELHORES CUMPRIMENTOS.";"0";"Anulação de matrícula  Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"37832";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: PECO A ANULACAO DA MATRICULA PORQUE VOU PARA O ESTRANGEIRO  VISTO TER PAGO A CANDIDATURA E A MATRICULA QUERIA SABER SE E POSSIVEL DEVOLVER ALGUM DOS VALORES PAGOS OU O NAO PAGAMENTO DA TAXA ANULACAO.";"0";"anulaçao da matricula  Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"37745";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA (1º ANO LICENCIATURA DE DIREITO) MOTIVO DE: BOA TARDE,  VENHO POR ESTE MEIO REQUISITAR A ANULACAO DA MATRICULA NO 1º ANO DA LICENCIATURA DE DIREITO. ESTE PEDIDO DEVE-SE AO FACTO DE JA SER ALUNO DE OUTRA FACULDADE (DESDE O ANO PASSADO) E DESEJAR PERMANECER NA MESMA. ASSIM SENDO, NAO PRETENDO PERMANECER COMO ALUNO DA UNIVERSIDADE PORTUCALENSE E AGRADECIA QUE ME ANULASSEM A MATRICULA O MAIS CEDO POSSIVEL. ISTO, TENDO EM CONTA QUE NAO TENHO CAPACIDADE FINANCEIRA PARA PAGAR TAXAS QUE SE PODERAO ACUMULAR. JA TINHA TENTADO EFETUAR O PEDIDO ANTERIORMENTE MAS NAO CONSEGUI.  MELHORES CUMPRIMENTOS,  MABILIO AZEVEDO DE ALBUQUERQUE.";"0";"Anulação de matrícula (1º ano Licenciatura de Direito) Motivo de";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"38764";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MATRICULA, NESTE MOMENTO NAO TENHO CAPACIDADES FINANCEIRAS PARA PROSSEGUIR OS ESTUDOS E POR ESSE MOTIVO DESEJO ANULAR, GOSTARIA TAMBEM DE SABER SE SERIA POSSIVEL PAGAR ESTA ANULACAO (O VALOR DOS 300 EUROS ) EM MEIO DE MARCO DEVIDO A PROBLEMAS FINANCEIROS PELOS QUAIS ESTOU A PASSAR, OBRIGADO. CUMPRIMENTOS, CRISTIANO COELHO.";"0";"Anulação da Matrícula  Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"40256";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULAR INSCRICAO / MATRICULA DO CURSO DE GESTAO MOTIVO: ANULAR A INSCRICAO / MATRICULA DO CURSO DE GESTAO NO PRESENTE ANO LETIVO. ESTOU A FREQUENTAR O CURSO DE GESTAO COMO ALUNA EXTERNA, UMA VEZ QUE NAO TERMINEI O 12º ANO. ANULO PORQUE SERA MELHOR TERMINAR O 12º ANO E PARA O ANO VOLTAR AO CURSO, SENAO NAO FACO UMA COISA NEM OUTRA. COM OS MELHORES CUMPRIMENTOS.";"0";"Anular Inscrição / Matricula do curso de Gestão Motivo";"ANULAR";"Aluno externo";"ALUNO EXTERNO"
"40270";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: MOTIVOS DE INGRESSO NOUTRA INSTITUICAO";"0";"Anulação de matricula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"40124";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA INSCRICAO NO CURSO DE SOLICITADORIA E DEVOLUCAO DE PROPINA. MOTIVO: O CURSO NAO CORRESPONDE AS EXPECTATIVAS.";"0";"Anulação da inscrição no curso de Solicitadoria e devolução de propina. Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"39978";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: ANULACAO DE MATRICULA DEVIDO AOS CUSTOS DAS PROPINAS (INCOMPORTAVEIS PARA MIM, VISTO RECEBER O ORDENADO MINIMO)";"0";"Anulação de matrícula Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"39010";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO MATRICULA MOTIVO: VENHO POR ESTE MEIO COMUNICAR QUE GOSTARIA DE ANULAR A MINHA MATRICULA. OBRIGADA.";"0";"Anulação matrícula  Motivo";"ANULACAO";"Outro";"OUTROS ACIMA NAO IDENTIFICADOS"
"40467";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"SOLICITACAO DE ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MINHA MATRICULA, DEVIDO AO FACTO DE QUERER SEGUIR OUTRA CARREIRA.  AGUARDO RESPOSTA. CUMPRIMENTOS.";"0";"Solicitação de Anulação da Matricula Motivo";"SOLICITACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39901";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULAR A MATRICULA MOTIVO: QUERIA PROCEDER A ANULACAO DA MATRICULA POIS PRETENDO DESISTIR DO CURSO DEVIDO AO FACTO DE NAO TER TEMPO PARA O FREQUENTAR E PORQUE IREI MUDAR TAMBEM DE CURSO";"0";"Anular a matrícula  Motivo";"ANULAR";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"40835";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: A ALUNA IRIA COMECAR ESTE SEMESTRE,MAS FICOU EM COMA E FOI ACONSELHADA PELOS MEDICOS A VOLTAR PARA O BRASIL.";"0";"anulação da matricula Motivo";"ANULACAO";"Mudança";"MOTIVACAO PESSOAL"
"40737";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: SOLICTADO PELA ESTUDANTE POR IMPOSSIBILIDADE DE ACEDER A SUA PAGINA SIUPT E TEM O PEDIDO DESDE DEZEMBRO 2018, ANEXO TROCA EMAIL&#039;S COM";"0";""Anulação de matrícula Motivo";""ANULACAO";"Outro";"OUTROS ACIMA NAO IDENTIFICADOS"
"40077";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: ANULAAO DA MATRICULA POR MOYIVODS DE ME AUSENTAR DO PAIS E O NAO PAGAMENTO DO 2º SEMESTRE.";"0";"anulação da matricula Motivo";"ANULACAO";"Mudança";"MOTIVACAO PESSOAL"
"40794";"2018/2019";"NULL";"Indeferido";"NULL";"Despachado";"ANULACAO E DEVOLUCAO DOS VALORES PAGOS MOTIVO: SOLICITO A ANULACAO DA MINHA INSCRICAO E A DEVOLUCAO DOS VALORES PAGOS DE CANDIDATURA E MATRICULA E ISENCAO DE QUALQUER TIPO DE CUSTO, PELA SUSPENSAO OU ANULACAO DA MATRICULA.";"0";"Anulação e devolução dos valores pagos Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"40794";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO E DEVOLUCAO DOS VALORES PAGOS MOTIVO: SOLICITO A ANULACAO DA MINHA INSCRICAO E A DEVOLUCAO DOS VALORES PAGOS DE CANDIDATURA E MATRICULA E ISENCAO DE QUALQUER TIPO DE CUSTO, PELA SUSPENSAO OU ANULACAO DA MATRICULA.";"0";"Anulação e devolução dos valores pagos Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"40327";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: BOA TARDE  NO INICIO DO ANO LETIVO CANDIDATEI ME A PORTUCALENSE E ENTREI NO ENTANTO OPTEI POR FREQUENTAR UMA FACULDADE PUBLICA . NAO SABENDO QUE TERIA DE ANULAR A MATRICULA DAI NAO A TER ANULADO E TER UMA DIVIDA DE TODOS OS MESES VISTO QUE NUNCA FREQUENTEI A UNIVERSIDADE. TOMEI CONHECIMENTO QUE TENHO DE ANULAR A MATRICULA POR ISSO AGRADECIA QUE ME  ANULASSEM A MATRICULA SEM CUSTOS POIS DESCONHECIA ESTA OBRIGACAO  CUMPRIMENTOS RODRIGO GOMES";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39996";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"CANCELAMENTO/ANULACAO DA MATRICULA DO ALUNO MIGUEL ANGELO DA CUNHA TEIXEIRA MOTIVO: REQUER O CANCELAMENTO DA MATRICULA POR FALTA DE APROVEITAMENTO E SUBSEQUENTE DESISTENCIA DO CURSO, COM EFEITOS A PARTIR DA PRESENTE DATA.";"0";"Cancelamento/Anulação da matrícula do aluno Miguel Ângelo da Cunha Teixeira Motivo";"CANCELAMENTO/ANULACAO";"Desistencia";"MOTIVACAO PESSOAL"
"38776";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO PEDIR A ANULACAO DA MATRICULA, PELO MOTIVO DE SER ALUNA EXTERNA E SIMULTANEAMENTE A FAZER O 12 ANO DE ESCOLARIDADE PARA A REALIZACAO DOS EXAMES NACIONAIS, NESTE MOMENTO, NAO CONSIGO CONCILIAR AMBAS, E DESTA FORMA DECIDI DEDICAR ME AOS EXAMES NACIONAIS E TERMINAR O 12 ANO PARA PODER INGRESSAR EM SETEMBRO DESTE ANO COMO ALUNA NORMAL. AGUARDO UMA RESPOSTA,  ATENCIOSAMENTE,  SIMONE PEREIRA.";"0";"Pedido de anulação da matrícula  Motivo";"PEDIDO";"Aluno externo";"ALUNO EXTERNO"
"41635";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: EU SARA FERNANDES Nº 41635, VENHO PEDIR A ANULACAO DA MATRICULA NO DIA 8 DE JANEIRO DE 2020, DEVIDO A DIFICULDADES FINANCEIRAS E AO MEU DESCONTENTAMENTO PELO CURSO. PECO TAMBEM SE FOSSE POSSIVEL NAO COBRAR A PROPINA DO MES DE JANEIRO VISTO QUE NAO VOU MAIS FREQUENTAR AS AULAS.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"41457";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MATRICULA NO CURSO DE GESTAO DESTA INSTITUICAO, PARA QUE, ASSIM, ME SEJA POSSIVEL EFETUAR A CANDIDATURA A UM NOVO CURSO. IREI MUDAR DE CIDADE DE RESIDENCIA, PELO QUE NAO ME E POSSIVEL CONTINUAR A FREQUENTAR A UNIVERSIDADE PORTUCALENSE. VOU MUDAR DE AREA DE ESTUDO, UMA VEZ QUE CONSTATEI NAO SER GESTAO AQUILO QUE PRETENDO FAZER O RESTO DA MINHA VIDA. AGRADECIDO POR TUDO O QUE ESTA INSTITUICAO ME ENSINOU. AINDA QUE EFEMERA, ESTA PASSAGEM FOI POSITIVA E LEVO EXCELENTES REFERENCIAS DESTA UNIVERSIDADE.";"0";"Anulação da matricula  Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"41782";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO MATRICULA MOTIVO: VOU MUDAR DE CURSO/INSTITUICAO.";"0";"Anulação matricula Motivo";"ANULACAO";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"41795";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO ME IDENTIFICO COM O CURSO.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42107";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ESTOU A PRECISAR CANCELAR MINHA MATRICULA MOTIVO: BOM DIA, NO INICIO DE DEZEMBRO TIVE PROBLEMAS FAMILIARES NO BRASIL E PRECISEI VOLTAR PARA RESOLVER E COM ISSO PAREI DE FREQUENTAR AS AULAS E AGORA NAO PODEREI MAIS VOLTAR A ESTUDAR NA UNIVERSIDADE. DESDE JA AGRADECO A AJUDA.";"0";"Estou a precisar cancelar minha matricula Motivo";"ESTOU";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42121";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: AGRADECO A ANULACAO DA MINHA MATRICULA , VOU MUDAR PARA O MESTRADO DE CJF/PROTOCOLO UCAM. SOLICITO A DEVOLUCAO DOS VALORES ANTERIORMENTE PAGOS.";"0";"Anulação de matricula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"41657";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO ME IDENTIFICO COM O CURSO QUE ME INSCREVI, NAO CORRESPONDEU AS MINHAS EXPECTATIVAS.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"44096";"2021/2022";"5";"Deferido";"Não era o Curso pretendido";"Despachado";"ANULACAO DA MATRICULA E REEMBOLSO DO PAGAMENTO DE SEGUNDO SEMESTRE MOTIVO: BOA TARDE,&#13; UMA VEZ QUE GOSTARIA DE CANCELAR A MINHA MATRICULA RELATIVA DO PRESENTE ANO LETIVO 2021/2022,E DO MEU INTERESSE SABER COMO PODEREI PROCEDER AO REEMBOLSO DO PAGAMENTO DO SEGUNDO SEMESTRE.&#13; AGRADECO A ATENCAO DISPONIBILIZADA E AGUARDO O FUTURO CONTACTO.&#13; OS MELHORES CUMPRIMENTOS,&#13; JOAO GUIMARAES 44096";"0";""anulaçao da matricula e reembolso do pagamento de segundo semestre Motivo";""ANULACAO";"Não era o Curso pretendido";"NAO IDENTIFICACAO COM O CURSO"
"44817";"2021/2022";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULAR MATRICULA MOTIVO: PRETENDO DESISTIR DA UNIVERSIDADE";"0";"ANULAR MATRICULA Motivo";"ANULAR";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"44168";"2021/2022";"9";"Deferido";"Outros acima não identificados";"Despachado";"ANULAMENTO DE MATRICULA MOTIVO: MUDANCA DE INSTITUICAO NA QUAL E MAIS COMUM O SISTEMA POS-LABORAL, PARA MELHOR PODER CONJUGAR O TRABALHO COM OS ESTUDOS.";"0";"Anulamento de matrícula Motivo";"ANULAMENTO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"44071";"2021/2022";"9";"Deferido";"Outros acima não identificados";"Despachado";"ANULACAO MATRICULA MOTIVO: VENHO POR ESTE MEIO PROCEDER A ANULACAO DE MATRICULA COM EFEITOS IMEDIATOS. OBRIGADO.";"0";"Anulação Matrícula Motivo";"ANULACAO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"43407";"2021/2022";"7";"Deferido";"Incompatibilidade com atividade profissional";"Despachado";"ANULACAO MATRICULA ANO 2021/2022 MOTIVO: GOSTARIA MUITO DE CONTINUAR A FREQUENTAR O VOSSO CURSO MAS COM MUITA PENA MINHA, NESTE ANO LETIVO 2021/2022, NAO O CONSIGO CONCILIAR COM A MINHA ATIVIDADE PROFISSIONAL ATUAL. ESPERO CONSEGUIR RETOMAR NO PROXIMO ANO LETIVO. POSTO ISTO, SOLICITO ANULACAO DA MINHA MATRICULA NO PRESENTE ANO LETIVO. OBRIGADO.";"0";"Anulação Matrícula Ano 2021/2022 Motivo";"ANULACAO";"Incompatibilidade com atividade profissional";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"47428";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"PROGRAMA CURRICULAR DE MESTRADO MOTIVO: VENHO POR ESTE MEIO, REQUER O CANCELAMENTO DA MINHA MATRICULA, PELO MOTIVO ACIMA ASSINALADO.&#13; ATENTAMENTE";"0";""Programa Curricular de Mestrado Motivo";""PROGRAMA";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"47207";"2022/2023";"6";"Indeferido";"Motivos financeiros";"Despachado";"NAO PRETENDO SEGUIR NA UNIVERSIDADE PORTUCALENSE MOTIVO: QUERO COLOCAR FIM A MINHA MATRICULA NESTE ESTABELECIMENTO DEVIDO A MOTIVOS FINANCEIROS";"0";"Não pretendo seguir na Universidade Portucalense Motivo";"NAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"42647";"2022/2023";"8";"Deferido";"Motivos de saúde";"Despachado";"&QUOT;CONGELAMENTO DA MATRICULA&QUOT; MOTIVO: BOA TARDE,&#13; VENHO POR ESTE MEIO, REALIZAR O PEDIDO DE &QUOT;CONGELAMENTO&QUOT; DE MATRICULA DURANTE O PRESENTE ANO LETIVO POR MOTIVOS DE FORCA MAIOR, QUE ME IMPEDEM DE PROSSEGUIR OS ESTUDOS PARA JA, SAUDE PESSOAL E FAMILIAR.&#13; OBRIGADO PELA ATENCAO,&#13; ANDRE MARTINS DUARTE, Nº42697.";"0";""&quot;Congelamento da Matrícula&quot; Motivo";""&QUOT;CONGELAMENTO";"Motivos de saúde";"MOTIVOS DE SAUDE"
"47511";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: OPTEI POR OUTRA UNIVERSIDADE A QUE ME CANDIDATEI NA 2 FASE.";"0";"Anulação da matricula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39237";"2021/2022";"8";"Deferido";"Motivos de saúde";"Despachado";"ANULACAO DE MATRICULA DO ANO 2021/2022 MOTIVO: DEVIDO A MOTIVOS DE SAUDE GRAVES, POIS TIVE DE ME DESLOCAR MUITAS VEZES AO HOSPITAL, CENTRO DE SAUDE E PSICOLOGO, NAO PODE COMPARECER A AULAS, EXAMES E RECURSOS, VENHO PEDIR A DEVOLUCAO DO DINHEIRO E ANULACAO DE MATRICULA DO ANO 2021/2022.";"0";"Anulação de matrícula do ano 2021/2022 Motivo";"ANULACAO";"Motivos de saúde";"MOTIVOS DE SAUDE"
"47734";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA. MOTIVO: TER INGRESSADO NUMA UNIVERSIDADE PUBLICA (COIMBRA), NA SEQUENCIA DA CANDIDATURA EFETUADA NA SEGUNDA FASE.";"0";"Anulação da matrícula.  Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"47039";"2022/2023";"7";"Deferido";"Incompatibilidade com atividade profissional";"Despachado";"ANULACAO DA MATRICULA MOTIVO: POR MOTIVOS DE INCOMPATIBILIDADE DE HORARIO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Incompatibilidade com atividade profissional";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
